#t x y z vx vy vz
0.05 -99.86 -111.22 -122.97 -24.78 177.99 98.04
0.05 -99.89 -111.04 -122.88 -24.71 178.07 98.14
0.05 -99.91 -110.86 -122.78 -24.63 178.16 98.23
0.05 -99.94 -110.68 -122.68 -24.55 178.24 98.32
0.05 -99.96 -110.50 -122.58 -24.48 178.33 98.42
0.06 -99.98 -110.33 -122.48 -24.40 178.41 98.51
0.06 -100.01 -110.15 -122.38 -24.32 178.50 98.61
0.06 -100.03 -109.97 -122.29 -24.24 178.58 98.71
0.06 -100.06 -109.79 -122.19 -24.17 178.67 98.80
0.06 -100.08 -109.61 -122.09 -24.09 178.75 98.90
0.06 -100.11 -109.43 -121.99 -24.01 178.84 98.99
0.06 -100.13 -109.25 -121.89 -23.93 178.92 99.09
0.06 -100.15 -109.07 -121.79 -23.85 179.01 99.18
0.06 -100.18 -108.90 -121.69 -23.77 179.10 99.28
0.06 -100.20 -108.72 -121.59 -23.70 179.18 99.38
0.07 -100.22 -108.54 -121.49 -23.62 179.27 99.47
0.07 -100.25 -108.36 -121.39 -23.54 179.35 99.57
0.07 -100.27 -108.18 -121.29 -23.46 179.44 99.67
0.07 -100.29 -108.00 -121.19 -23.38 179.52 99.76
0.07 -100.32 -107.82 -121.09 -23.30 179.61 99.86
0.07 -100.34 -107.64 -120.99 -23.22 179.70 99.96
0.07 -100.36 -107.46 -120.89 -23.14 179.78 100.05
0.07 -100.39 -107.28 -120.79 -23.06 179.87 100.15
0.07 -100.41 -107.10 -120.69 -22.98 179.95 100.25
0.07 -100.43 -106.92 -120.59 -22.90 180.04 100.34
0.08 -100.46 -106.74 -120.49 -22.82 180.13 100.44
0.08 -100.48 -106.56 -120.39 -22.74 180.21 100.54
0.08 -100.50 -106.38 -120.29 -22.65 180.30 100.64
0.08 -100.52 -106.20 -120.19 -22.57 180.38 100.73
0.08 -100.55 -106.02 -120.09 -22.49 180.47 100.83
0.08 -100.57 -105.84 -119.99 -22.41 180.56 100.93
0.08 -100.59 -105.66 -119.89 -22.33 180.64 101.03
0.08 -100.61 -105.48 -119.79 -22.24 180.73 101.13
0.08 -100.64 -105.30 -119.69 -22.16 180.82 101.23
0.08 -100.66 -105.12 -119.59 -22.08 180.90 101.32
0.09 -100.68 -104.93 -119.48 -22.00 180.99 101.42
0.09 -100.70 -104.75 -119.38 -21.91 181.07 101.52
0.09 -100.72 -104.57 -119.28 -21.83 181.16 101.62
0.09 -100.75 -104.39 -119.18 -21.75 181.25 101.72
0.09 -100.77 -104.21 -119.08 -21.66 181.33 101.82
0.09 -100.79 -104.03 -118.98 -21.58 181.42 101.92
0.09 -100.81 -103.85 -118.87 -21.50 181.51 102.02
0.09 -100.83 -103.67 -118.77 -21.41 181.59 102.12
0.09 -100.85 -103.48 -118.67 -21.33 181.68 102.22
0.09 -100.88 -103.30 -118.57 -21.24 181.77 102.32
0.10 -100.90 -103.12 -118.46 -21.16 181.85 102.42
0.10 -100.92 -102.94 -118.36 -21.07 181.94 102.52
0.10 -100.94 -102.76 -118.26 -20.99 182.03 102.62
0.10 -100.96 -102.57 -118.16 -20.90 182.11 102.72
0.10 -100.98 -102.39 -118.05 -20.82 182.20 102.82
0.10 -101.00 -102.21 -117.95 -20.73 182.29 102.92
0.10 -101.02 -102.03 -117.85 -20.65 182.37 103.02
0.10 -101.04 -101.85 -117.75 -20.56 182.46 103.12
0.10 -101.06 -101.66 -117.64 -20.47 182.55 103.22
0.10 -101.08 -101.48 -117.54 -20.39 182.63 103.32
0.11 -101.10 -101.30 -117.44 -20.30 182.72 103.42
0.11 -101.12 -101.11 -117.33 -20.21 182.81 103.52
0.11 -101.14 -100.93 -117.23 -20.13 182.90 103.62
0.11 -101.16 -100.75 -117.12 -20.04 182.98 103.73
0.11 -101.18 -100.57 -117.02 -19.95 183.07 103.83
0.11 -101.20 -100.38 -116.92 -19.86 183.16 103.93
0.11 -101.22 -100.20 -116.81 -19.78 183.24 104.03
0.11 -101.24 -100.02 -116.71 -19.69 183.33 104.13
0.11 -101.26 -99.83 -116.60 -19.60 183.42 104.24
0.11 -101.28 -99.65 -116.50 -19.51 183.51 104.34
0.12 -101.30 -99.47 -116.40 -19.42 183.59 104.44
0.12 -101.32 -99.28 -116.29 -19.33 183.68 104.54
0.12 -101.34 -99.10 -116.19 -19.24 183.77 104.65
0.12 -101.36 -98.91 -116.08 -19.16 183.85 104.75
0.12 -101.38 -98.73 -115.98 -19.07 183.94 104.85
0.12 -101.40 -98.55 -115.87 -18.98 184.03 104.95
0.12 -101.42 -98.36 -115.77 -18.89 184.12 105.06
0.12 -101.44 -98.18 -115.66 -18.80 184.20 105.16
0.12 -101.45 -97.99 -115.56 -18.71 184.29 105.26
0.12 -101.47 -97.81 -115.45 -18.62 184.38 105.37
0.13 -101.49 -97.63 -115.35 -18.52 184.47 105.47
0.13 -101.51 -97.44 -115.24 -18.43 184.55 105.58
0.13 -101.53 -97.26 -115.14 -18.34 184.64 105.68
0.13 -101.55 -97.07 -115.03 -18.25 184.73 105.78
0.13 -101.57 -96.89 -114.92 -18.16 184.82 105.89
0.13 -101.58 -96.70 -114.82 -18.07 184.90 105.99
0.13 -101.60 -96.52 -114.71 -17.97 184.99 106.10
0.13 -101.62 -96.33 -114.61 -17.88 185.08 106.20
0.13 -101.64 -96.15 -114.50 -17.79 185.17 106.31
0.13 -101.66 -95.96 -114.39 -17.70 185.25 106.41
0.14 -101.67 -95.78 -114.29 -17.60 185.34 106.52
0.14 -101.69 -95.59 -114.18 -17.51 185.43 106.62
0.14 -101.71 -95.41 -114.07 -17.42 185.52 106.73
0.14 -101.73 -95.22 -113.97 -17.32 185.61 106.83
0.14 -101.74 -95.03 -113.86 -17.23 185.69 106.94
0.14 -101.76 -94.85 -113.75 -17.14 185.78 107.04
0.14 -101.78 -94.66 -113.65 -17.04 185.87 107.15
0.14 -101.79 -94.48 -113.54 -16.95 185.96 107.25
0.14 -101.81 -94.29 -113.43 -16.85 186.04 107.36
0.14 -101.83 -94.10 -113.32 -16.76 186.13 107.47
0.15 -101.84 -93.92 -113.22 -16.66 186.22 107.57
0.15 -101.86 -93.73 -113.11 -16.57 186.31 107.68
0.15 -101.88 -93.55 -113.00 -16.47 186.40 107.79
0.15 -101.89 -93.36 -112.89 -16.37 186.48 107.89
0.15 -101.91 -93.17 -112.78 -16.28 186.57 108.00
0.15 -101.93 -92.99 -112.68 -16.18 186.66 108.11
0.15 -101.94 -92.80 -112.57 -16.09 186.75 108.21
0.15 -101.96 -92.61 -112.46 -15.99 186.84 108.32
0.15 -101.97 -92.43 -112.35 -15.89 186.92 108.43
0.15 -101.99 -92.24 -112.24 -15.79 187.01 108.54
0.16 -102.01 -92.05 -112.14 -15.70 187.10 108.65
0.16 -102.02 -91.87 -112.03 -15.60 187.19 108.75
0.16 -102.04 -91.68 -111.92 -15.50 187.28 108.86
0.16 -102.05 -91.49 -111.81 -15.40 187.37 108.97
0.16 -102.07 -91.30 -111.70 -15.30 187.45 109.08
0.16 -102.08 -91.12 -111.59 -15.21 187.54 109.19
0.16 -102.10 -90.93 -111.48 -15.11 187.63 109.29
0.16 -102.11 -90.74 -111.37 -15.01 187.72 109.40
0.16 -102.13 -90.55 -111.26 -14.91 187.81 109.51
0.16 -102.14 -90.36 -111.15 -14.81 187.89 109.62
0.17 -102.16 -90.18 -111.04 -14.71 187.98 109.73
0.17 -102.17 -89.99 -110.93 -14.61 188.07 109.84
0.17 -102.19 -89.80 -110.82 -14.51 188.16 109.95
0.17 -102.20 -89.61 -110.71 -14.41 188.25 110.06
0.17 -102.22 -89.42 -110.60 -14.31 188.34 110.17
0.17 -102.23 -89.24 -110.49 -14.20 188.42 110.28
0.17 -102.24 -89.05 -110.38 -14.10 188.51 110.39
0.17 -102.26 -88.86 -110.27 -14.00 188.60 110.50
0.17 -102.27 -88.67 -110.16 -13.90 188.69 110.61
0.17 -102.29 -88.48 -110.05 -13.80 188.78 110.72
0.18 -102.30 -88.29 -109.94 -13.70 188.87 110.83
0.18 -102.31 -88.10 -109.83 -13.59 188.96 110.94
0.18 -102.33 -87.91 -109.72 -13.49 189.04 111.05
0.18 -102.34 -87.73 -109.61 -13.39 189.13 111.16
0.18 -102.35 -87.54 -109.50 -13.28 189.22 111.27
0.18 -102.37 -87.35 -109.38 -13.18 189.31 111.38
0.18 -102.38 -87.16 -109.27 -13.08 189.40 111.50
0.18 -102.39 -86.97 -109.16 -12.97 189.49 111.61
0.18 -102.41 -86.78 -109.05 -12.87 189.57 111.72
0.18 -102.42 -86.59 -108.94 -12.76 189.66 111.83
0.19 -102.43 -86.40 -108.83 -12.66 189.75 111.94
0.19 -102.44 -86.21 -108.71 -12.55 189.84 112.05
0.19 -102.46 -86.02 -108.60 -12.45 189.93 112.17
0.19 -102.47 -85.83 -108.49 -12.34 190.02 112.28
0.19 -102.48 -85.64 -108.38 -12.24 190.11 112.39
0.19 -102.49 -85.45 -108.27 -12.13 190.19 112.50
0.19 -102.51 -85.26 -108.15 -12.02 190.28 112.62
0.19 -102.52 -85.07 -108.04 -11.92 190.37 112.73
0.19 -102.53 -84.88 -107.93 -11.81 190.46 112.84
0.19 -102.54 -84.69 -107.81 -11.70 190.55 112.96
0.20 -102.55 -84.50 -107.70 -11.60 190.64 113.07
0.20 -102.56 -84.31 -107.59 -11.49 190.73 113.18
0.20 -102.58 -84.12 -107.48 -11.38 190.82 113.30
0.20 -102.59 -83.93 -107.36 -11.27 190.90 113.41
0.20 -102.60 -83.73 -107.25 -11.16 190.99 113.53
0.20 -102.61 -83.54 -107.13 -11.05 191.08 113.64
0.20 -102.62 -83.35 -107.02 -10.95 191.17 113.75
0.20 -102.63 -83.16 -106.91 -10.84 191.26 113.87
0.20 -102.64 -82.97 -106.79 -10.73 191.35 113.98
0.20 -102.65 -82.78 -106.68 -10.62 191.44 114.10
0.21 -102.66 -82.59 -106.57 -10.51 191.52 114.21
0.21 -102.67 -82.40 -106.45 -10.40 191.61 114.33
0.21 -102.68 -82.20 -106.34 -10.29 191.70 114.44
0.21 -102.69 -82.01 -106.22 -10.17 191.79 114.56
0.21 -102.70 -81.82 -106.11 -10.06 191.88 114.67
0.21 -102.71 -81.63 -105.99 -9.95 191.97 114.79
0.21 -102.72 -81.44 -105.88 -9.84 192.06 114.91
0.21 -102.73 -81.24 -105.76 -9.73 192.15 115.02
0.21 -102.74 -81.05 -105.65 -9.62 192.23 115.14
0.21 -102.75 -80.86 -105.53 -9.50 192.32 115.25
0.22 -102.76 -80.67 -105.42 -9.39 192.41 115.37
0.22 -102.77 -80.47 -105.30 -9.28 192.50 115.49
0.22 -102.78 -80.28 -105.19 -9.16 192.59 115.60
0.22 -102.79 -80.09 -105.07 -9.05 192.68 115.72
0.22 -102.80 -79.90 -104.95 -8.94 192.77 115.84
0.22 -102.81 -79.70 -104.84 -8.82 192.86 115.95
0.22 -102.82 -79.51 -104.72 -8.71 192.94 116.07
0.22 -102.83 -79.32 -104.61 -8.59 193.03 116.19
0.22 -102.83 -79.12 -104.49 -8.48 193.12 116.31
0.22 -102.84 -78.93 -104.37 -8.36 193.21 116.42
0.23 -102.85 -78.74 -104.26 -8.25 193.30 116.54
0.23 -102.86 -78.55 -104.14 -8.13 193.39 116.66
0.23 -102.87 -78.35 -104.02 -8.01 193.48 116.78
0.23 -102.88 -78.16 -103.91 -7.90 193.57 116.90
0.23 -102.88 -77.96 -103.79 -7.78 193.65 117.02
0.23 -102.89 -77.77 -103.67 -7.66 193.74 117.13
0.23 -102.90 -77.58 -103.56 -7.54 193.83 117.25
0.23 -102.91 -77.38 -103.44 -7.43 193.92 117.37
0.23 -102.91 -77.19 -103.32 -7.31 194.01 117.49
0.23 -102.92 -77.00 -103.20 -7.19 194.10 117.61
0.24 -102.93 -76.80 -103.09 -7.07 194.19 117.73
0.24 -102.94 -76.61 -102.97 -6.95 194.27 117.85
0.24 -102.94 -76.41 -102.85 -6.83 194.36 117.97
0.24 -102.95 -76.22 -102.73 -6.71 194.45 118.09
0.24 -102.96 -76.02 -102.61 -6.59 194.54 118.21
0.24 -102.96 -75.83 -102.50 -6.47 194.63 118.33
0.24 -102.97 -75.63 -102.38 -6.35 194.72 118.45
0.24 -102.97 -75.44 -102.26 -6.23 194.81 118.57
0.24 -102.98 -75.24 -102.14 -6.11 194.89 118.69
0.24 -102.99 -75.05 -102.02 -5.99 194.98 118.81
0.25 -102.99 -74.85 -101.90 -5.87 195.07 118.93
0.25 -103.00 -74.66 -101.78 -5.75 195.16 119.06
0.25 -103.00 -74.46 -101.66 -5.62 195.25 119.18
0.25 -103.01 -74.27 -101.55 -5.50 195.34 119.30
0.25 -103.02 -74.07 -101.43 -5.38 195.43 119.42
0.25 -103.02 -73.88 -101.31 -5.26 195.51 119.54
0.25 -103.03 -73.68 -101.19 -5.13 195.60 119.66
0.25 -103.03 -73.49 -101.07 -5.01 195.69 119.79
0.25 -103.04 -73.29 -100.95 -4.88 195.78 119.91
0.25 -103.04 -73.10 -100.83 -4.76 195.87 120.03
0.26 -103.05 -72.90 -100.71 -4.63 195.96 120.15
0.26 -103.05 -72.70 -100.59 -4.51 196.05 120.28
0.26 -103.05 -72.51 -100.47 -4.38 196.13 120.40
0.26 -103.06 -72.31 -100.35 -4.26 196.22 120.52
0.26 -103.06 -72.12 -100.23 -4.13 196.31 120.65
0.26 -103.07 -71.92 -100.11 -4.01 196.40 120.77
0.26 -103.07 -71.72 -99.98 -3.88 196.49 120.89
0.26 -103.07 -71.53 -99.86 -3.75 196.58 121.02
0.26 -103.08 -71.33 -99.74 -3.63 196.66 121.14
0.26 -103.08 -71.13 -99.62 -3.50 196.75 121.26
0.27 -103.09 -70.94 -99.50 -3.37 196.84 121.39
0.27 -103.09 -70.74 -99.38 -3.24 196.93 121.51
0.27 -103.09 -70.54 -99.26 -3.11 197.02 121.64
0.27 -103.09 -70.34 -99.14 -2.98 197.10 121.76
0.27 -103.10 -70.15 -99.01 -2.85 197.19 121.89
0.27 -103.10 -69.95 -98.89 -2.72 197.28 122.01
0.27 -103.10 -69.75 -98.77 -2.59 197.37 122.14
0.27 -103.11 -69.56 -98.65 -2.46 197.46 122.26
0.27 -103.11 -69.36 -98.52 -2.33 197.54 122.39
0.27 -103.11 -69.16 -98.40 -2.20 197.63 122.51
0.28 -103.11 -68.96 -98.28 -2.07 197.72 122.64
0.28 -103.11 -68.76 -98.16 -1.94 197.81 122.77
0.28 -103.12 -68.57 -98.03 -1.81 197.90 122.89
0.28 -103.12 -68.37 -97.91 -1.68 197.98 123.02
0.28 -103.12 -68.17 -97.79 -1.54 198.07 123.15
0.28 -103.12 -67.97 -97.66 -1.41 198.16 123.27
0.28 -103.12 -67.77 -97.54 -1.28 198.25 123.40
0.28 -103.12 -67.58 -97.42 -1.14 198.34 123.53
0.28 -103.12 -67.38 -97.29 -1.01 198.42 123.65
0.28 -103.13 -67.18 -97.17 -0.87 198.51 123.78
0.29 -103.13 -66.98 -97.05 -0.74 198.60 123.91
0.29 -103.13 -66.78 -96.92 -0.60 198.69 124.04
0.29 -103.13 -66.58 -96.80 -0.47 198.77 124.16
0.29 -103.13 -66.38 -96.67 -0.33 198.86 124.29
0.29 -103.13 -66.19 -96.55 -0.20 198.95 124.42
0.29 -103.13 -65.99 -96.43 -0.06 199.04 124.55
0.29 -103.13 -65.79 -96.30 0.08 199.12 124.68
0.29 -103.13 -65.59 -96.18 0.21 199.21 124.81
0.29 -103.13 -65.39 -96.05 0.35 199.30 124.93
0.29 -103.13 -65.19 -95.93 0.49 199.39 125.06
0.30 -103.13 -64.99 -95.80 0.63 199.47 125.19
0.30 -103.13 -64.79 -95.68 0.77 199.56 125.32
0.30 -103.13 -64.59 -95.55 0.90 199.65 125.45
0.30 -103.12 -64.39 -95.43 1.04 199.73 125.58
0.30 -103.12 -64.19 -95.30 1.18 199.82 125.71
0.30 -103.12 -63.99 -95.17 1.32 199.91 125.84
0.30 -103.12 -63.79 -95.05 1.46 200.00 125.97
0.30 -103.12 -63.59 -94.92 1.60 200.08 126.10
0.30 -103.12 -63.39 -94.80 1.75 200.17 126.23
0.30 -103.12 -63.19 -94.67 1.89 200.26 126.36
0.31 -103.11 -62.99 -94.54 2.03 200.34 126.49
0.31 -103.11 -62.79 -94.42 2.17 200.43 126.62
0.31 -103.11 -62.59 -94.29 2.31 200.52 126.76
0.31 -103.11 -62.39 -94.16 2.46 200.60 126.89
0.31 -103.10 -62.19 -94.04 2.60 200.69 127.02
0.31 -103.10 -61.99 -93.91 2.74 200.78 127.15
0.31 -103.10 -61.79 -93.78 2.89 200.86 127.28
0.31 -103.10 -61.59 -93.65 3.03 200.95 127.41
0.31 -103.09 -61.39 -93.53 3.18 201.04 127.55
0.31 -103.09 -61.19 -93.40 3.32 201.12 127.68
0.32 -103.09 -60.98 -93.27 3.47 201.21 127.81
0.32 -103.08 -60.78 -93.14 3.61 201.29 127.94
0.32 -103.08 -60.58 -93.02 3.76 201.38 128.08
0.32 -103.08 -60.38 -92.89 3.91 201.47 128.21
0.32 -103.07 -60.18 -92.76 4.06 201.55 128.34
0.32 -103.07 -59.98 -92.63 4.20 201.64 128.48
0.32 -103.06 -59.78 -92.50 4.35 201.72 128.61
0.32 -103.06 -59.57 -92.37 4.50 201.81 128.74
0.32 -103.05 -59.37 -92.24 4.65 201.90 128.88
0.32 -103.05 -59.17 -92.12 4.80 201.98 129.01
0.33 -103.04 -58.97 -91.99 4.95 202.07 129.15
0.33 -103.04 -58.77 -91.86 5.10 202.15 129.28
0.33 -103.03 -58.56 -91.73 5.25 202.24 129.42
0.33 -103.03 -58.36 -91.60 5.40 202.32 129.55
0.33 -103.02 -58.16 -91.47 5.55 202.41 129.69
0.33 -103.02 -57.96 -91.34 5.70 202.50 129.82
0.33 -103.01 -57.75 -91.21 5.85 202.58 129.96
0.33 -103.01 -57.55 -91.08 6.00 202.67 130.09
0.33 -103.00 -57.35 -90.95 6.16 202.75 130.23
0.33 -102.99 -57.15 -90.82 6.31 202.84 130.36
0.34 -102.99 -56.94 -90.69 6.46 202.92 130.50
0.34 -102.98 -56.74 -90.56 6.62 203.01 130.64
0.34 -102.97 -56.54 -90.43 6.77 203.09 130.77
0.34 -102.97 -56.33 -90.30 6.93 203.18 130.91
0.34 -102.96 -56.13 -90.17 7.08 203.26 131.04
0.34 -102.95 -55.93 -90.03 7.24 203.34 131.18
0.34 -102.95 -55.72 -89.90 7.39 203.43 131.32
0.34 -102.94 -55.52 -89.77 7.55 203.51 131.46
0.34 -102.93 -55.32 -89.64 7.71 203.60 131.59
0.34 -102.92 -55.11 -89.51 7.86 203.68 131.73
0.35 -102.92 -54.91 -89.38 8.02 203.77 131.87
0.35 -102.91 -54.71 -89.24 8.18 203.85 132.01
0.35 -102.90 -54.50 -89.11 8.34 203.94 132.14
0.35 -102.89 -54.30 -88.98 8.50 204.02 132.28
0.35 -102.88 -54.09 -88.85 8.65 204.10 132.42
0.35 -102.87 -53.89 -88.72 8.81 204.19 132.56
0.35 -102.86 -53.69 -88.58 8.97 204.27 132.70
0.35 -102.86 -53.48 -88.45 9.14 204.35 132.84
0.35 -102.85 -53.28 -88.32 9.30 204.44 132.98
0.35 -102.84 -53.07 -88.18 9.46 204.52 133.12
0.36 -102.83 -52.87 -88.05 9.62 204.60 133.26
0.36 -102.82 -52.66 -87.92 9.78 204.69 133.40
0.36 -102.81 -52.46 -87.78 9.94 204.77 133.54
0.36 -102.80 -52.25 -87.65 10.11 204.85 133.68
0.36 -102.79 -52.05 -87.52 10.27 204.94 133.82
0.36 -102.78 -51.84 -87.38 10.43 205.02 133.96
0.36 -102.77 -51.64 -87.25 10.60 205.10 134.10
0.36 -102.76 -51.43 -87.11 10.76 205.19 134.24
0.36 -102.74 -51.23 -86.98 10.93 205.27 134.38
0.36 -102.73 -51.02 -86.85 11.10 205.35 134.52
0.37 -102.72 -50.82 -86.71 11.26 205.43 134.66
0.37 -102.71 -50.61 -86.58 11.43 205.52 134.80
0.37 -102.70 -50.41 -86.44 11.60 205.60 134.94
0.37 -102.69 -50.20 -86.31 11.76 205.68 135.08
0.37 -102.68 -49.99 -86.17 11.93 205.76 135.23
0.37 -102.66 -49.79 -86.04 12.10 205.84 135.37
0.37 -102.65 -49.58 -85.90 12.27 205.92 135.51
0.37 -102.64 -49.38 -85.77 12.44 206.01 135.65
0.37 -102.63 -49.17 -85.63 12.61 206.09 135.80
0.37 -102.61 -48.96 -85.49 12.78 206.17 135.94
0.38 -102.60 -48.76 -85.36 12.95 206.25 136.08
0.38 -102.59 -48.55 -85.22 13.12 206.33 136.23
0.38 -102.58 -48.35 -85.09 13.29 206.41 136.37
0.38 -102.56 -48.14 -84.95 13.46 206.49 136.51
0.38 -102.55 -47.93 -84.81 13.64 206.57 136.66
0.38 -102.53 -47.73 -84.68 13.81 206.66 136.80
0.38 -102.52 -47.52 -84.54 13.98 206.74 136.94
0.38 -102.51 -47.31 -84.40 14.16 206.82 137.09
0.38 -102.49 -47.11 -84.26 14.33 206.90 137.23
0.38 -102.48 -46.90 -84.13 14.51 206.98 137.38
0.39 -102.46 -46.69 -83.99 14.68 207.06 137.52
0.39 -102.45 -46.49 -83.85 14.86 207.14 137.67
0.39 -102.43 -46.28 -83.71 15.03 207.22 137.81
0.39 -102.42 -46.07 -83.58 15.21 207.30 137.96
0.39 -102.40 -45.86 -83.44 15.39 207.38 138.10
0.39 -102.39 -45.66 -83.30 15.56 207.46 138.25
0.39 -102.37 -45.45 -83.16 15.74 207.53 138.39
0.39 -102.36 -45.24 -83.02 15.92 207.61 138.54
0.39 -102.34 -45.03 -82.89 16.10 207.69 138.69
0.39 -102.32 -44.83 -82.75 16.28 207.77 138.83
0.40 -102.31 -44.62 -82.61 16.46 207.85 138.98
0.40 -102.29 -44.41 -82.47 16.64 207.93 139.13
0.40 -102.27 -44.20 -82.33 16.82 208.01 139.27
0.40 -102.26 -43.99 -82.19 17.00 208.09 139.42
0.40 -102.24 -43.79 -82.05 17.19 208.16 139.57
0.40 -102.22 -43.58 -81.91 17.37 208.24 139.71
0.40 -102.21 -43.37 -81.77 17.55 208.32 139.86
0.40 -102.19 -43.16 -81.63 17.73 208.40 140.01
0.40 -102.17 -42.95 -81.49 17.92 208.48 140.16
0.40 -102.15 -42.74 -81.35 18.10 208.55 140.31
0.41 -102.13 -42.54 -81.21 18.29 208.63 140.45
0.41 -102.12 -42.33 -81.07 18.47 208.71 140.60
0.41 -102.10 -42.12 -80.93 18.66 208.78 140.75
0.41 -102.08 -41.91 -80.79 18.85 208.86 140.90
0.41 -102.06 -41.70 -80.65 19.03 208.94 141.05
0.41 -102.04 -41.49 -80.51 19.22 209.01 141.20
0.41 -102.02 -41.28 -80.36 19.41 209.09 141.35
0.41 -102.00 -41.07 -80.22 19.60 209.17 141.50
0.41 -101.98 -40.86 -80.08 19.79 209.24 141.65
0.41 -101.96 -40.65 -79.94 19.98 209.32 141.80
0.42 -101.94 -40.45 -79.80 20.17 209.39 141.95
0.42 -101.92 -40.24 -79.66 20.36 209.47 142.10
0.42 -101.90 -40.03 -79.51 20.55 209.54 142.25
0.42 -101.88 -39.82 -79.37 20.74 209.62 142.40
0.42 -101.86 -39.61 -79.23 20.93 209.69 142.55
0.42 -101.84 -39.40 -79.09 21.13 209.77 142.70
0.42 -101.82 -39.19 -78.94 21.32 209.84 142.85
0.42 -101.80 -38.98 -78.80 21.51 209.92 143.00
0.42 -101.77 -38.77 -78.66 21.71 209.99 143.15
0.42 -101.75 -38.56 -78.51 21.90 210.07 143.30
0.43 -101.73 -38.35 -78.37 22.10 210.14 143.45
0.43 -101.71 -38.14 -78.23 22.29 210.21 143.61
0.43 -101.69 -37.93 -78.08 22.49 210.29 143.76
0.43 -101.66 -37.72 -77.94 22.69 210.36 143.91
0.43 -101.64 -37.51 -77.80 22.88 210.43 144.06
0.43 -101.62 -37.30 -77.65 23.08 210.51 144.22
0.43 -101.59 -37.09 -77.51 23.28 210.58 144.37
0.43 -101.57 -36.87 -77.36 23.48 210.65 144.52
0.43 -101.55 -36.66 -77.22 23.68 210.72 144.67
0.43 -101.52 -36.45 -77.07 23.88 210.80 144.83
0.44 -101.50 -36.24 -76.93 24.08 210.87 144.98
0.44 -101.48 -36.03 -76.78 24.28 210.94 145.13
0.44 -101.45 -35.82 -76.64 24.48 211.01 145.29
0.44 -101.43 -35.61 -76.49 24.69 211.08 145.44
0.44 -101.40 -35.40 -76.35 24.89 211.15 145.60
0.44 -101.38 -35.19 -76.20 25.09 211.22 145.75
